N,P,K,temperature,humidity,ph,rainfall,label
64.22,52.82,48.56,27.55,88.77,7.2,184.15,jute
99.66,46.98,44.02,28.96,72.27,6.41,243.33,jute
69.77,60.07,52.14,32.7,84.1,6.05,151.82,jute
67.94,56.9,39.5,31.76,87.02,6.78,223.3,jute
81.07,57.48,58.52,24.84,89.09,6.3,246.63,jute
81.49,40.88,44.97,32.9,74.22,7.14,287.73,jute
77.59,49.05,52.74,28.72,80.08,6.96,207.2,jute
90.88,60.85,56.47,31.44,83.61,7.39,264.78,jute
80.67,50.12,61.67,25.4,74.95,7.17,239.65,jute
84.39,55.5,60.07,30.71,82.01,6.27,289.05,jute
88.95,52.64,53.25,26.36,75.15,7.2,209.76,jute
61.0,60.27,46.65,28.38,76.67,6.96,197.86,jute
82.83,43.54,50.1,24.17,78.83,7.0,283.07,jute
95.37,52.26,58.06,25.52,80.58,7.25,157.39,jute
60.7,38.7,61.33,24.92,78.99,6.86,170.46,jute
76.21,55.71,38.11,26.4,79.86,6.7,162.36,jute
97.05,56.96,46.55,25.0,75.97,6.95,276.47,jute
74.13,36.29,58.28,30.92,73.18,6.45,151.59,jute
78.35,55.27,47.95,24.29,70.95,6.27,279.25,jute
99.26,47.44,44.97,30.18,73.92,6.92,217.69,jute
67.97,38.72,47.34,25.41,81.64,6.35,150.6,jute
62.61,47.6,53.09,33.45,85.72,6.12,210.25,jute
94.38,40.83,64.99,33.33,73.38,6.0,178.02,jute
94.74,47.47,49.79,26.26,72.17,6.91,243.66,jute
78.88,46.53,41.25,30.14,84.99,6.54,251.9,jute
80.57,57.15,39.89,24.28,76.1,7.13,223.13,jute
93.43,58.23,36.27,33.32,89.03,6.56,156.08,jute
89.54,53.21,51.76,29.23,84.29,6.73,248.42,jute
70.61,35.68,51.34,24.43,76.54,6.61,276.31,jute
60.68,62.93,41.16,27.42,75.79,6.98,258.05,jute
79.19,55.59,55.86,24.77,80.47,6.53,274.49,jute
94.36,36.03,57.23,27.93,71.58,7.45,180.08,jute
95.83,59.56,42.77,30.7,72.35,7.4,283.33,jute
98.25,41.01,45.32,28.7,73.52,7.27,198.33,jute
95.18,52.38,64.71,27.84,85.49,7.38,152.01,jute
83.2,49.0,46.23,25.19,80.28,6.67,276.51,jute
77.78,47.6,57.82,26.45,70.21,6.8,291.27,jute
90.99,61.69,48.58,25.0,83.47,7.11,248.33,jute
89.59,48.12,58.8,32.07,78.47,7.04,184.72,jute
81.53,37.26,58.07,25.35,80.22,7.34,187.76,jute
63.49,63.4,55.03,29.95,74.28,7.07,219.99,jute
97.04,62.62,60.64,27.43,81.04,7.5,284.67,jute
78.22,55.53,63.18,26.26,89.58,6.52,172.44,jute
74.53,49.04,52.4,30.39,71.47,7.25,273.9,jute
85.18,37.79,42.12,28.57,75.68,7.05,193.7,jute
86.95,58.72,46.96,28.0,74.86,7.04,271.29,jute
68.43,37.26,57.75,29.93,74.97,6.49,288.04,jute
93.48,37.06,54.53,28.91,77.57,7.18,214.12,jute
71.6,51.12,40.33,27.03,86.36,7.35,204.76,jute
67.47,39.8,36.54,29.59,88.26,6.33,270.33,jute
76.26,35.23,55.49,30.69,74.04,6.94,229.42,jute
89.22,47.69,42.53,24.27,80.86,6.59,252.67,jute
104.91,39.02,23.53,20.99,84.88,6.03,150.66,coffee
86.12,32.21,39.17,19.19,80.53,5.96,150.05,coffee
113.79,24.11,29.85,22.09,86.37,5.99,220.84,coffee
87.83,38.47,35.03,18.29,84.03,5.95,154.39,coffee
117.29,31.57,21.61,20.11,83.7,5.94,296.18,coffee
90.02,36.11,20.25,22.32,77.24,5.89,183.31,coffee
109.36,34.15,34.6,22.19,77.82,6.45,220.9,coffee
91.39,24.48,32.15,18.44,91.42,5.9,159.17,coffee
92.71,26.97,32.02,23.89,92.72,5.94,228.31,coffee
92.4,19.65,28.82,23.5,79.69,5.97,206.99,coffee
109.92,22.3,29.09,18.78,77.27,6.45,156.7,coffee
102.27,34.45,33.39,27.43,76.07,6.33,200.27,coffee
115.32,37.35,21.75,18.99,87.17,6.35,208.72,coffee
92.29,33.11,23.82,26.55,89.31,5.87,298.49,coffee
107.68,26.63,36.79,18.0,82.46,6.39,181.18,coffee
110.12,17.16,22.72,26.82,88.59,6.09,231.72,coffee
86.06,16.42,28.66,18.2,89.26,5.98,298.1,coffee
96.02,24.36,32.57,25.58,93.71,6.2,268.8,coffee
99.31,26.6,40.0,21.62,76.3,6.38,299.01,coffee
94.23,30.23,25.88,25.38,78.85,6.35,295.24,coffee
92.88,15.16,25.7,22.02,76.37,6.42,223.43,coffee
107.46,39.74,36.06,18.71,92.36,6.45,254.46,coffee
88.63,24.1,35.14,25.68,90.85,5.97,166.57,coffee
108.38,36.2,33.28,18.71,86.49,6.1,216.17,coffee
117.4,28.37,26.58,27.22,76.67,5.81,271.35,coffee
102.61,18.26,23.1,18.51,80.47,6.42,225.8,coffee
104.46,34.94,30.22,22.79,80.95,5.91,255.4,coffee
82.76,32.75,36.91,25.23,86.21,6.4,261.86,coffee
114.58,28.19,37.09,21.93,80.16,6.03,188.02,coffee
91.42,27.86,17.71,20.17,76.46,6.06,281.35,coffee
104.6,17.19,25.71,25.59,89.62,5.83,218.97,coffee
119.16,31.4,26.62,25.84,80.98,6.03,181.53,coffee
103.82,37.78,39.44,27.23,84.05,6.42,279.81,coffee
108.99,17.33,31.95,21.76,77.55,5.82,212.67,coffee
97.81,21.59,25.18,23.06,91.05,6.08,262.55,coffee
82.41,37.56,15.65,21.63,86.31,5.82,232.2,coffee
111.9,22.11,29.13,20.57,93.03,6.06,207.28,coffee
81.4,31.35,17.4,25.51,84.91,5.92,271.48,coffee
108.03,28.37,35.86,21.4,93.83,5.98,237.67,coffee
80.92,29.91,33.81,22.28,92.84,6.41,208.58,coffee
114.49,25.39,26.51,22.04,86.53,6.11,166.44,coffee
86.31,22.5,25.73,25.13,93.68,5.99,284.32,coffee
100.57,16.21,37.43,27.18,81.46,6.21,155.32,coffee
103.89,33.61,22.21,24.67,82.31,5.9,279.48,coffee
98.3,33.65,21.23,22.72,75.91,5.98,203.99,coffee
93.63,31.77,38.48,25.79,86.78,6.18,245.9,coffee
98.71,31.09,35.23,24.41,89.44,5.97,288.33,coffee
92.46,21.09,35.52,18.61,90.47,6.28,172.76,coffee
97.52,15.56,19.88,18.96,78.0,6.14,235.04,coffee
94.36,35.22,18.58,18.38,83.88,6.34,264.66,coffee
102.65,27.28,15.65,22.57,78.54,6.46,263.64,coffee
89.52,22.67,20.93,26.26,88.24,5.88,228.84,coffee
119.55,17.55,34.35,21.13,78.16,6.03,243.71,coffee
100.03,16.57,21.0,21.84,93.08,6.02,263.63,coffee
87.77,23.72,33.23,27.09,79.61,5.91,276.15,coffee
99.08,35.12,21.3,26.37,80.83,6.37,264.27,coffee
114.66,37.97,24.88,24.65,92.02,6.33,203.1,coffee
80.87,37.42,39.58,20.67,84.17,6.14,299.51,coffee
107.18,38.0,21.12,19.17,75.48,6.18,215.18,coffee
101.92,37.69,24.41,18.16,84.89,5.84,153.67,coffee
86.78,28.18,22.53,19.07,76.69,6.19,204.39,coffee
112.7,20.49,17.74,20.93,94.71,6.35,169.17,coffee
94.76,34.95,27.25,23.52,86.76,6.2,168.22,coffee
91.75,20.34,24.47,18.64,80.13,5.99,192.23,coffee
113.13,21.68,32.37,19.36,86.27,6.27,158.01,coffee
105.54,20.83,35.44,19.81,76.54,6.05,253.28,coffee
115.93,27.87,28.61,24.32,91.0,6.18,161.1,coffee
105.2,23.05,15.8,24.16,93.51,6.14,180.49,coffee
109.63,18.85,30.47,23.51,92.49,6.07,163.93,coffee
113.46,26.33,16.38,20.51,81.84,6.3,159.48,coffee
82.19,36.85,30.41,21.71,81.52,6.42,190.16,coffee
111.04,29.26,32.13,18.97,75.7,5.8,235.78,coffee
104.55,36.96,19.94,20.26,88.03,6.45,294.7,coffee
82.78,19.9,35.48,26.98,85.7,6.16,281.33,coffee
100.34,19.17,37.78,27.8,84.19,6.29,281.39,coffee
83.3,29.39,35.33,24.48,93.15,6.4,176.41,coffee
109.44,26.58,22.63,27.17,78.36,6.13,189.74,coffee
101.86,31.5,29.67,24.43,75.19,6.38,161.46,coffee
118.14,34.87,37.87,18.33,76.47,5.92,266.77,coffee
87.33,33.78,23.02,27.97,79.47,5.91,160.47,coffee
104.24,38.56,35.5,18.99,75.67,6.26,233.5,coffee
88.46,24.96,15.24,24.83,85.06,6.41,187.18,coffee
104.56,20.16,15.09,20.53,81.28,6.42,186.52,coffee
108.91,28.77,33.99,21.92,78.61,6.25,298.61,coffee
108.89,17.77,34.04,24.46,90.0,6.17,263.52,coffee
112.6,22.22,34.72,22.36,79.09,6.03,275.54,coffee
114.14,20.2,38.25,20.51,88.75,6.49,235.8,coffee
83.09,24.91,17.95,21.34,81.99,6.02,280.65,coffee
93.73,17.78,20.8,21.42,85.24,6.32,246.82,coffee
107.48,15.8,37.59,27.59,93.68,6.17,291.93,coffee
99.94,31.42,19.43,25.99,75.75,6.23,192.2,coffee
87.63,30.26,32.06,22.59,85.01,6.08,239.3,coffee
102.11,32.71,28.26,20.0,92.09,6.48,253.52,coffee
96.3,31.51,17.08,26.11,86.76,6.2,208.94,coffee
95.6,17.86,22.13,19.57,80.54,6.46,281.96,coffee
112.39,22.28,28.01,20.1,82.95,5.81,296.97,coffee
96.3,18.24,36.31,21.66,88.61,6.2,224.07,coffee
81.06,36.07,32.69,26.8,92.82,6.3,208.6,coffee
82.32,33.67,30.55,19.32,75.82,6.32,220.79,coffee
114.25,20.04,27.4,19.22,76.43,6.43,277.91,coffee
